City,Latitude,Longitude,Region,Country,Nwind_speed,AirQuality,WaterPollution,RealWater,wind_speed,wind_direction
Mianyang,31.4675099,104.6795999,Sichuan,People's Republic of China,9,10.71428571,87.5,12.5,0.9,140
Guangyuan,32.4354899,105.84357,Sichuan,People's Republic of China,7.4,0,50,50,0.74,56
Suining,30.5328599,105.59273,Sichuan,People's Republic of China,22.3,0,50,50,2.23,187
Leshan,29.5522099,103.76539,Sichuan,People's Republic of China,14.6,0,50,50,1.46,150
Nanchong,30.8379015,106.1105999,Sichuan,People's Republic of China,19.3,0,50,50,1.93,173
Temple,31.0982344,-97.342782,Texas,United States of America,92.6,100,0,100,9.26,170
Yibin,28.7512999,104.6417,Sichuan,People's Republic of China,14.3,0,50,50,1.43,175
Dazhou,31.2086399,107.46791,Sichuan,People's Republic of China,8.9,0,50,50,0.89,214
Ya'an,30.0105299,103.0424,Sichuan,People's Republic of China,16.2,0,50,50,1.62,258
Figueira da Foz,40.1521398,-8.857583,Coimbra,Portugal,29.5,93.75,25,75,2.95,330
Caernarfon,53.139551,-4.273911,Wales,United Kingdom,15.4,62.5,12.5,87.5,1.54,0
Sangli,16.8523973,74.5814773,Maharashtra,India,24.8,47.22222222,62.5,37.5,2.48,257
Bellingham,48.7519112,-122.4786854,Washington,United States of America,20.6,94.73684211,30,70,2.06,0
Gmunden,47.91839,13.79933,Upper Austria,Austria,8.9,100,50,50,0.89,169
Nymburk,50.1855816,15.0436604,,Czech Republic,24.2,75,50,50,2.42,253
Chingola,-12.5419553,27.8545867,Copperbelt Province,Zambia,43,75,100,0,4.3,135
Alverca do Ribatejo,38.9022048,-9.0397427,Lisbon,Portugal,56.6,50,0,100,5.66,310
Chico,39.7284944,-121.8374777,California,United States of America,41.2,72.5,50,50,4.12,230
Alton,38.8906038,-90.1842764,Illinois,United States of America,25.7,25,75,25,2.57,0
Am Timan,11.0445821,20.2862003,Salamat Region,Chad,20.1,100,0,100,2.01,196
Amargosa Valley,36.6437843,-116.4002815,Nevada,United States of America,32.8,25,100,0,3.28,259
Moncton,46.0878165,-64.7782313,New Brunswick,Canada,25.7,83.33333333,23.52941176,76.47058824,2.57,360
Chetumal,18.5001889,-88.296146,Quintana Roo,Mexico,33.3,75,50,50,3.33,128
Wagga Wagga,-35.1025977,147.3655103,New South Wales,Australia,51.4,75,20,80,5.14,300
Sao Joao de Meriti,-22.7759064,-43.3608057,Rio de Janeiro,Brazil,36,0,75,25,3.6,120
Ulhasnagar,19.2215115,73.1644628,Maharashtra,India,16,10.86956522,73.91304348,26.08695652,1.6,225
Ostroleka,53.0876544,21.5592554,Masovian Voivodeship,Poland,36.7,62.5,50,50,3.67,141
Muzaffarabad,34.3551036,73.4769458,,Pakistan,26.3,33.33333333,66.66666667,33.33333333,2.63,55
Burrel,41.6089452,20.006257,Diber County,Albania,29.5,100,62.5,37.5,2.95,77
Bedzin,50.3255999,19.1254121,Silesian Voivodeship,Poland,20.6,65,0,100,2.06,230
Barueri,-23.5035117,-46.8785468,Sao Paulo,Brazil,17.9,50,50,50,1.79,311
Grand Island,40.9263957,-98.3420118,Nebraska,United States of America,25.7,75,0,100,2.57,30
Kenosha,42.5847425,-87.8211854,Wisconsin,United States of America,51.4,87.5,12.5,87.5,5.14,220
White Plains,41.0339862,-73.7629097,New York,United States of America,51.4,37.5,62.5,37.5,5.14,170
Urbana,40.1105875,-88.2072697,Illinois,United States of America,67.1,87.5,12.5,87.5,6.71,213
Cape Coral,26.5628537,-81.9495331,Florida,United States of America,56.6,75,25,75,5.66,270
Spisska Nova Ves,48.9452771,20.563649,Kosice Region,Slovakia,13.6,62.5,50,50,1.36,253
Sault Ste. Marie,46.5136494,-84.3357526,Ontario,Canada,30.9,50,53.33333333,46.66666667,3.09,100
Geel,51.1626132,4.9907929,Flemish Region,Belgium,15.4,87.5,50,50,1.54,280
Bahir Dar,11.5742086,37.3613533,Amhara Region,Ethiopia,33.7,50,50,50,3.37,249
Enugu,6.4482701,7.5138947,Enugu State,Nigeria,17.4,5,100,0,1.74,253
Great Falls,47.5052849,-111.3007715,Montana,United States of America,41.2,75,25,75,4.12,280
Ta'izz,13.5775886,44.0177989,Ta'izz Governorate,Yemen,15.1,0,100,0,1.51,76
Sylhet,24.8949294,91.8687063,Sylhet Division,Bangladesh,10,50,53.33333333,46.66666667,1,133
Americana,-22.7380303,-47.3340223,Sao Paulo,Brazil,18,25,75,25,1.8,283
Kurashiki,34.5849782,133.7719812,Okayama Prefecture,Japan,33.7,50,50,50,3.37,291
Nova Friburgo,-22.2887261,-42.5340796,Rio de Janeiro,Brazil,9.7,100,0,100,0.97,331
Huancayo,-12.0686357,-75.2102976,Junin,Peru,29.6,75,75,25,2.96,81
Ames,42.0307812,-93.6319131,Iowa,United States of America,30.9,66.66666667,50,50,3.09,50
Kolin,50.027329,15.2027277,,Czech Republic,20.6,75,50,50,2.06,200
Prerov,49.4564788,17.45023,,Czech Republic,22.4,62.5,50,50,2.24,90
Prostejov,49.4724489,17.1067513,,Czech Republic,4.8,50,50,50,0.48,128
Hadera,32.4340458,34.9196518,Haifa District,Israel,3,25,50,50,0.3,333
Kamloops,50.674522,-120.3272674,British Columbia,Canada,20.6,71.42857143,25,75,2.06,180
Macae,-22.3837126,-41.7827578,Rio de Janeiro,Brazil,25.7,100,37.5,62.5,2.57,30
Ibiza,39.0200099,1.4821482,Balearic Islands,Spain,0,68.75,50,50,0,0
Bridgewater,44.3721167,-64.5208798,Nova Scotia,Canada,56.6,100,0,100,5.66,170
Rochdale,53.6097136,-2.1561,England,United Kingdom,2.6,50,0,100,0.26,284
Alor Setar,6.1263074,100.3671695,Kedah,Malaysia,15.4,70.83333333,41.66666667,58.33333333,1.54,60
Wolfville,45.0917598,-64.3598354,Nova Scotia,Canada,36,75,0,100,3.6,310
Backa Palanka,45.2499139,19.387962,,Serbia,16.6,62.5,50,50,1.66,306
Aktobe,50.2839339,57.166978,Aktobe Region,Kazakhstan,20,25,87.5,12.5,2,190
Kiskunfelegyhaza,46.7112802,19.8515197,Bacs-Kiskun County,Hungary,30.7,100,75,25,3.07,350
Kenitra,34.2540503,-6.5890166,Rabat-Sale-Kenitra,Morocco,17.2,40.625,71.42857143,28.57142857,1.72,279
Toowoomba,-27.5598212,151.9506696,Queensland,Australia,26.5,86.66666667,10,90,2.65,245
Riobamba,-1.6650227,-78.6588786,Chimborazo Province,Ecuador,82.3,100,75,25,8.23,50
Spanish Fork,40.114955,-111.654923,Utah,United States of America,36,75,0,100,3.6,280
Logan,41.7369803,-111.8338359,Utah,United States of America,22.4,67.85714286,0,100,2.24,316
Tooele,40.5307776,-112.29828,Utah,United States of America,46.3,100,50,50,4.63,340
Farmington,40.9804999,-111.8874392,Utah,United States of America,41.2,100,50,50,4.12,270
Lewiston,41.9757598,-111.8563372,Utah,United States of America,44.7,75,0,100,4.47,304
Villach,46.60856,13.85062,Carinthia,Austria,4.5,85.41666667,11.25,88.75,0.45,126
Algeciras,36.1407591,-5.456233,Andalusia,Spain,46.3,75,50,50,4.63,220
Berkeley,37.8715226,-122.273042,California,United States of America,41.2,79.16666667,36.11111111,63.88888889,4.12,250
Karaganda,49.8046835,73.1093826,Karaganda Region,Kazakhstan,41,16.66666667,66.66666667,33.33333333,4.1,142
Marbella,36.510071,-4.8824474,Andalusia,Spain,16.8,94.64285714,42.85714286,57.14285714,1.68,266
Port Perry,44.1050454,-78.944148,Ontario,Canada,58,100,37.5,62.5,5.8,127
Ann Arbor,42.2808256,-83.7430378,Michigan,United States of America,56.6,76.31578947,51.78571429,48.21428571,5.66,220
Pasadena,34.1477849,-118.1445155,California,United States of America,39.7,65,20,80,3.97,220
Key West,24.5550593,-81.7799871,Florida,United States of America,51.4,100,0,100,5.14,200
Leoben,47.37639,15.09113,Styria,Austria,2,80,75,25,0.2,5
Ferrol,43.489646,-8.2193451,Galicia,Spain,21.8,100,50,50,2.18,250
Aveiro,40.6405055,-8.6537539,Aveiro,Portugal,25.5,67.1875,46.66666667,53.33333333,2.55,332
Duluth,46.7866719,-92.1004852,Minnesota,United States of America,77.2,96.42857143,25,75,7.72,100
Glendale,34.1425078,-118.255075,California,United States of America,51.4,77.5,45.83333333,54.16666667,5.14,150
Liupanshui,26.5933599,104.83023,Guizhou,People's Republic of China,19.8,0,50,50,1.98,348
Anshun,26.2536699,105.9462,Guizhou,People's Republic of China,26.5,37.5,50,50,2.65,4
San Bernardino,34.1083449,-117.2897652,California,United States of America,17.9,0,50,50,1.79,177
Tongren,27.7315599,109.18962,Guizhou,People's Republic of China,7.7,25,50,50,0.77,318
Pavlodar,52.2873032,76.9674023,Pavlodar Region,Kazakhstan,40,0,75,25,4,130
Pensacola,30.421309,-87.2169149,Florida,United States of America,61.7,66.17647059,53.125,46.875,6.17,180
Kufstein,47.58237,12.16275,Tyrol,Austria,7.5,87.5,50,50,0.75,325
Cedar Rapids,41.9778795,-91.6656232,Iowa,United States of America,41.2,89.28571429,25,75,4.12,330
Baden bei Wien,48.00214,16.23091,Lower Austria,Austria,15,87.5,50,50,1.5,229
Evansville,37.9715592,-87.5710898,Indiana,United States of America,51.4,68.75,37.5,62.5,5.14,250
Kansas City,39.1155314,-94.6267873,Kansas,United States of America,30.9,68.75,31.25,68.75,3.09,280
Rochester,44.0121221,-92.4801989,Minnesota,United States of America,66.9,80.55555556,62.5,37.5,6.69,70
Mountain View,37.3860517,-122.0838511,California,United States of America,61.7,91.66666667,33.33333333,66.66666667,6.17,350
Pomona,34.055103,-117.7499909,California,United States of America,36,37.5,75,25,3.6,220
South Bend,41.6763545,-86.2519898,Indiana,United States of America,0,92.85714286,33.33333333,66.66666667,0,0
Atyrau,47.0944959,51.9238373,Atyrau Region,Kazakhstan,70,28.57142857,60.71428571,39.28571429,7,320
Minot,48.2329668,-101.2922906,North Dakota,United States of America,66.9,68.75,75,25,6.69,60
Monterey,36.6002378,-121.8946761,California,United States of America,51.4,91.66666667,34.375,65.625,5.14,330
Klosterneuburg,48.3098656,16.323772,Lower Austria,Austria,15.4,62.5,50,50,1.54,100
Wolfsberg,46.8401,14.84277,Carinthia,Austria,12.5,100,50,50,1.25,57
Barakaldo,43.2969875,-2.9862029,Basque Autonomous Community,Spain,10.3,87.5,50,50,1.03,300
Leonding,48.2792644,14.2527882,Upper Austria,Austria,15.4,100,0,100,1.54,230
Iowa City,41.6611277,-91.5301683,Iowa,United States of America,41.2,83.33333333,37.5,62.5,4.12,320
Benidorm,38.5411928,-0.1233831,Community of Valencia,Spain,38.6,80.55555556,50,50,3.86,234
St. Augustine,29.9012437,-81.3124341,Florida,United States of America,61.7,87.5,62.5,37.5,6.17,80
Gainesville,29.6516344,-82.3248262,Florida,United States of America,11,87.5,34.375,65.625,1.1,328
Palm Springs,33.8302961,-116.5452921,California,United States of America,15.4,43.75,87.5,12.5,1.54,0
Salinas,36.6777372,-121.6555013,California,United States of America,51.4,100,50,50,5.14,280
Ontario,34.0633443,-117.6508876,California,United States of America,36,33.33333333,25,75,3.6,220
Eureka,40.8020712,-124.1636729,California,United States of America,44.7,100,0,100,4.47,336
Oceanside,33.1958696,-117.3794834,California,United States of America,51.4,75,75,25,5.14,190
Palmdale,34.5794343,-118.1164613,California,United States of America,72,32.14285714,50,50,7.2,310
Kostanay,53.2198089,63.6354232,Kostanay Region,Kazakhstan,30,0,75,25,3,100
Torrance,33.8358492,-118.3406288,California,United States of America,51.4,75,0,100,5.14,230
Sioux City,42.4963416,-96.4049408,Iowa,United States of America,30.9,100,50,50,3.09,30
Tulln an der Donau,48.3314949,16.060737,Lower Austria,Austria,15.4,87.5,50,50,1.54,100
Schwechat,48.1409268,16.4763778,Lower Austria,Austria,15.4,87.5,50,50,1.54,140
Bloomington,39.165325,-86.5263857,Indiana,United States of America,61.7,83.33333333,55,45,6.17,190
Ventura,34.2804923,-119.2945199,California,United States of America,41.2,85,35,65,4.12,230
Concord,37.9779776,-122.0310733,California,United States of America,36,62.5,12.5,87.5,3.6,290
Flint,43.0125274,-83.6874562,Michigan,United States of America,20.6,62.5,87.5,12.5,2.06,70
Gulfport,30.3674198,-89.0928155,Mississippi,United States of America,51.4,100,0,100,5.14,160
Daytona Beach,29.2108147,-81.0228331,Florida,United States of America,51.4,96.42857143,46.42857143,53.57142857,5.14,40
Biloxi,30.3960318,-88.8853078,Mississippi,United States of America,51.4,100,50,50,5.14,160
Fort Collins,40.5852602,-105.084423,Colorado,United States of America,25.7,86.84210526,35,65,2.57,200
Alameda,37.7798721,-122.2821855,California,United States of America,77.2,62.5,37.5,62.5,7.72,280
Sri Ganganagar,29.9093759,73.8799805,Rajasthan,India,34.7,50,44.44444444,55.55555556,3.47,256
Adoni,15.6318824,77.2758833,,India,57.8,0,100,0,5.78,267
Carlsbad,33.1580933,-117.3505939,California,United States of America,51.4,75,25,75,5.14,190
Hayward,37.6687665,-122.0809964,California,United States of America,41.2,87.5,25,75,4.12,250
Fontana,34.0922335,-117.435048,California,United States of America,22.4,45,35,65,2.24,123
Santa Clarita,34.3916641,-118.542586,California,United States of America,51.4,87.5,31.25,68.75,5.14,120
Canton,40.7989473,-81.378447,Ohio,United States of America,92.6,83.33333333,25,75,9.26,180
Roseville,38.7521235,-121.2880059,California,United States of America,41.2,93.75,40,60,4.12,260
Anderson,40.1053196,-85.6802541,Indiana,United States of America,51.4,90,25,75,5.14,200
Sarasota,27.336465,-82.5310117,Florida,United States of America,46.3,90.38461538,25,75,4.63,260
Williamsburg,37.2707022,-76.7074571,Virginia,United States of America,46.3,100,0,100,4.63,80
Winchester,39.1856597,-78.1633341,Virginia,United States of America,61.7,100,50,50,6.17,150
Terre Haute,39.4667034,-87.4139092,Indiana,United States of America,36,75,12.5,87.5,3.6,190
Andover,51.2111975,-1.4919233,England,United Kingdom,15.4,92.5,25,75,1.54,200
Walnut Creek,37.9100783,-122.0651819,California,United States of America,36,83.33333333,8.333333333,91.66666667,3.6,290
Lawrence,38.9716689,-95.2352501,Kansas,United States of America,36,87.5,50,50,3.6,260
Owensboro,37.7719074,-87.1111676,Kentucky,United States of America,51.4,60.71428571,66.66666667,33.33333333,5.14,190
Kronach,50.2359898,11.3310482,Bavaria,Germany,11.6,87.5,50,50,1.16,178
Knittelfeld,47.21595,14.82719,Styria,Austria,20.6,75,50,50,2.06,0
Carson,33.8316745,-118.281693,California,United States of America,51.4,25,100,0,5.14,230
Corona,33.8752935,-117.5664384,California,United States of America,30.9,50,37.5,62.5,3.09,260
Lancaster,34.6867846,-118.1541632,California,United States of America,97.7,87.5,12.5,87.5,9.77,280
Fullerton,33.8703645,-117.9242123,California,United States of America,40.2,100,25,75,4.02,263
Victorville,34.5362184,-117.2927641,California,United States of America,17.9,85.71428571,50,50,1.79,40
Antioch,38.0049214,-121.805789,California,United States of America,31.3,0,75,25,3.13,338
Redding,40.5865396,-122.3916754,California,United States of America,17.9,72.22222222,45.83333333,54.16666667,1.79,48
Rancho Cucamonga,34.1063989,-117.5931084,California,United States of America,36,66.66666667,16.66666667,83.33333333,3.6,220
El Centro,32.792,-115.5630514,California,United States of America,20.6,78.57142857,66.66666667,33.33333333,2.06,0
Visalia,36.3302284,-119.2920585,California,United States of America,30.9,40,75,25,3.09,360
Manzini,-26.5081999,31.3713164,Manzini Region,Eswatini,17,100,62.5,37.5,1.7,301
Idaho Falls,43.4926607,-112.0407584,Idaho,United States of America,72,95.83333333,16.66666667,83.33333333,7.2,240
Wrexham,53.04304,-2.992494,Wales,United Kingdom,5.1,83.33333333,0,100,0.51,0
Qujing,25.4900199,103.79625,Yunnan,People's Republic of China,12.5,25,50,50,1.25,352
Ekibastuz,51.725198,75.3150684,Pavlodar Region,Kazakhstan,39.8,25,50,50,3.98,137
Yuxi,24.3472599,102.52744,Yunnan,People's Republic of China,10.7,25,50,50,1.07,65
Xianyang,34.3293199,108.70929,Shaanxi,People's Republic of China,0,0,50,50,0,0
Tubize,50.692887,4.2070847,Wallonia,Belgium,30.6,100,0,100,3.06,245
Bendigo,-36.7596196,144.2785764,Victoria,Australia,8.9,0,100,0,0.89,315
Bad Arolsen,51.3798641,9.0125506,Hesse,Germany,23.1,100,50,50,2.31,254
Bauska,56.4102879,24.1999989,,Latvia,18.6,75,50,50,1.86,47
Tyler,32.3512601,-95.3010624,Texas,United States of America,72,66.66666667,45.83333333,54.16666667,7.2,190
Merced,37.3021632,-120.4829677,California,United States of America,66.9,87.5,50,50,6.69,310
Costa Mesa,33.6638439,-117.9047429,California,United States of America,46.3,56.25,40,60,4.63,210
Yakima,46.6020711,-120.5058987,Washington,United States of America,8.9,78.125,31.25,68.75,0.89,222
Ilam,33.6349736,46.415281,Ilam Province,Iran,20.6,0,50,50,2.06,120
Coeur d'Alene,47.6734632,-116.7812225,Idaho,United States of America,51.4,79.16666667,50,50,5.14,250
Moscow,46.7323875,-117.0001651,Idaho,United States of America,56.6,37.5,62.5,37.5,5.66,270
Shah Alam,3.073281,101.518461,Selangor,Malaysia,15.4,42.30769231,68.75,31.25,1.54,300
Ogbomosho,8.1227496,4.2435893,Oyo State,Nigeria,22.1,50,0,100,2.21,204
Overland Park,38.9822282,-94.6707917,Kansas,United States of America,30.9,98.21428571,16.66666667,83.33333333,3.09,280
Lewiston,44.100351,-70.2147764,Maine,United States of America,4.5,100,50,50,0.45,275
Coatzacoalcos,18.1344779,-94.4589858,Veracruz,Mexico,13.9,50,83.33333333,16.66666667,1.39,128
Rishikesh,30.0869281,78.2676116,Uttarakhand,India,28,37.5,87.5,12.5,2.8,48
Khorramabad,33.4646833,48.3389644,Lorestan Province,Iran,21.4,50,75,25,2.14,70
Humenne,48.932454,21.9078917,Presov Region,Slovakia,17.9,62.5,25,75,1.79,180
Uherske Hradiste,49.0597969,17.4958501,,Czech Republic,11.1,45,0,100,1.11,106
Vereeniging,-26.5969312,27.9014654,Gauteng,South Africa,16.6,8.333333333,100,0,1.66,140
Lawton,34.6035669,-98.3959291,Oklahoma,United States of America,36,100,50,50,3.6,100
Tottenham,51.6055748,-0.0681665,England,United Kingdom,5.6,30,20,80,0.56,315
Vila Real,41.3010351,-7.7422354,Vila Real,Portugal,23,100,6.25,93.75,2.3,272
Guelph,43.5448048,-80.2481666,Ontario,Canada,41.2,86.9047619,26.47058824,73.52941176,4.12,110
Ayacucho,-13.1638737,-74.2235641,Ayacucho,Peru,20.6,100,0,100,2.06,0
Chaves,41.741781,-7.4731648,Vila Real,Portugal,20.5,100,25,75,2.05,295
Franca,-20.5394551,-47.4010979,Sao Paulo,Brazil,13.2,100,50,50,1.32,333
Clausthal-Zellerfeld,51.8080063,10.340707,Lower Saxony,Germany,35.8,100,50,50,3.58,210
Ouarzazate,30.9335436,-6.937016,Draa-Tafilalet,Morocco,36,25,100,0,3.6,240
Redwood City,37.4847955,-122.228141,California,United States of America,77.2,100,0,100,7.72,280
Coral Springs,26.271192,-80.2706044,Florida,United States of America,51.4,100,50,50,5.14,160
Decatur,39.8403147,-88.9548001,Illinois,United States of America,51.4,70.83333333,37.5,62.5,5.14,210
Mission Viejo,33.5968913,-117.6581562,California,United States of America,31.3,75,75,25,3.13,178
Fort Myers,26.640628,-81.8723084,Florida,United States of America,56.6,70.58823529,85,15,5.66,270
Veurne,51.073177,2.6680397,Flemish Region,Belgium,56.6,87.5,50,50,5.66,270
Rochester,51.388,0.506721,England,United Kingdom,4.5,95.83333333,0,100,0.45,270
Vsetin,49.3389251,17.9938523,,Czech Republic,11.3,62.5,50,50,1.13,120
Tongchuan,34.8967299,108.94515,Shaanxi,People's Republic of China,20.7,0,50,50,2.07,3
Baoji,34.3631699,107.23775,Shaanxi,People's Republic of China,20.8,0,50,50,2.08,233
Bad Waldsee,47.9226998,9.7532823,Baden-Wurttemberg,Germany,10,100,50,50,1,241
Hanzhong,33.0676099,107.02377,Shaanxi,People's Republic of China,6.3,0,100,0,0.63,279
Ankang,32.6848599,109.02932,Shaanxi,People's Republic of China,4.9,25,75,25,0.49,293
Albany,44.6365107,-123.1059282,Oregon,United States of America,8.9,75,12.5,87.5,0.89,111
Chimbote,-9.0633364,-78.589011,Ancash,Peru,40,0,100,0,4,212
Veraval,20.9158979,70.3628516,Gujarat,India,37.4,0,100,0,3.74,250
Varamin,35.3252407,51.6471987,Tehran Province,Iran,3.4,0,50,50,0.34,309
Nakhon Pathom,13.8140293,100.0372929,Nakhon Pathom,Thailand,23.2,25,62.5,37.5,2.32,224
Sahiwal,30.6681998,73.111356,Punjab,Pakistan,32.8,75,25,75,3.28,235
Presidente Prudente,-22.1207836,-51.3873199,Sao Paulo,Brazil,25.7,68.75,12.5,87.5,2.57,20
Passo Fundo,-28.2622601,-52.4102795,Rio Grande do Sul,Brazil,30.9,50,75,25,3.09,30
Koror,7.3375646,134.4889469,,Palau,15.4,100,0,100,1.54,10
Bamenda,5.9630513,10.1591213,Northwest,Cameroon,12.3,15,92.85714286,7.14285714,1.23,153
Tsetserleg,47.4696499,101.4774341,Arkhangai Province,Mongolia,48.5,0,50,50,4.85,288
Ajman,25.4052165,55.5136433,Emirate of Ajman,United Arab Emirates,15.4,44.64285714,42.30769231,57.69230769,1.54,360
Naxos,37.1035665,25.3776734,,Greece,20.6,100,50,50,2.06,350
Encinitas,33.0369867,-117.2919818,California,United States of America,46.3,75,12.5,87.5,4.63,220
Jinchang,38.5200599,102.18759,Gansu,People's Republic of China,23.1,20,0,100,2.31,285
Tianshui,34.5808499,105.72486,Gansu,People's Republic of China,6.6,0,50,50,0.66,209
Pingliang,35.5430299,106.6653,Gansu,People's Republic of China,30.6,0,50,50,3.06,263
Hohhot,40.8414899,111.75199,Inner Mongolia,People's Republic of China,30,0,50,50,3,50
Weilheim in Oberbayern,47.8422367,11.1427463,Bavaria,Germany,11.6,100,50,50,1.16,184
Alexandria,45.8848164,-95.3776663,Minnesota,United States of America,30.9,100,25,75,3.09,60
La Vega,19.2188547,-70.5238948,La Vega Province,Dominican Republic,60.8,33.33333333,93.75,6.25,6.08,121
Portimao,37.13617,-8.5376926,,Portugal,67.8,90,35,65,6.78,332
